FID,OBJECTID,CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Le_1,Shape_Area,Count_
1788,1789,205.02,2,Bronx,020502,2020502,E,BX36,University Heights-Morris Heights,3707,4437.182074659999700,4437.182096489999800,1087823.597340000100000,0
1789,1790,247,2,Bronx,024700,2024700,E,BX36,University Heights-Morris Heights,3707,7477.183051670000200,7477.149744579999600,1575270.982159999900000,0
1790,1791,215.01,2,Bronx,021501,2021501,E,BX36,University Heights-Morris Heights,3707,5029.199562240000000,5029.199806689999600,986700.760375999960000,1
1791,1792,215.02,2,Bronx,021502,2021502,E,BX36,University Heights-Morris Heights,3707,5946.826964269999700,5946.827004689999700,1682567.862019999900000,0
1792,1793,552,4,Queens,055200,4055200,I,QN34,Queens Village,4105,10814.707729899999000,10814.706972200000000,4393479.782209999900000,0
1793,1794,1301,4,Queens,130100,4130100,I,QN43,Bellerose,4105,11519.722690299999000,11519.722969900000000,7413875.223419999700000,0
1794,1795,179,4,Queens,017900,4017900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,9970.734130650000200,9970.733904439999600,5099923.762840000000000,0
1795,1796,183,4,Queens,018300,4018300,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7452.571825670000200,7452.571703030000200,2314483.859060000200000,0
1796,1797,340,3,Brooklyn,034000,3034000,E,BK21,Seagate-Coney Island,4018,7163.826446119999700,7163.802320660000100,1414314.900350000000000,0
1797,1798,352,3,Brooklyn,035200,3035200,E,BK21,Seagate-Coney Island,4018,33071.927512299997000,33071.704909100001000,10708694.121300001000000,28
1798,1799,638,4,Queens,063800,4063800,I,QN05,Rosedale,4105,12194.440826900000000,12194.441089600001000,7458348.276460000300000,0
1799,1800,251,4,Queens,025100,4025100,E,QN63,Woodside,4109,7255.958980180000300,7255.958561499999600,2552974.000529999800000,5
1800,1801,253.02,4,Queens,025302,4025302,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4320.601035880000400,4320.601094169999700,1100604.978979999900000,0
1801,1802,235,4,Queens,023500,4023500,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,8499.302067759999800,8499.302236269999400,2754465.017640000200000,0
1802,1803,253.01,4,Queens,025301,4025301,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4718.303314929999900,4718.303355480000400,1370376.227770000000000,0
1803,1804,216,4,Queens,021600,4021600,I,QN60,Kew Gardens,4111,15185.842185300000000,15185.841774600000000,7046048.496380000400000,3
1804,1805,790,4,Queens,079000,4079000,I,QN76,Baisley Park,4112,7589.299145150000200,7589.298987629999800,2772536.410720000000000,0
1805,1806,814,4,Queens,081400,4081400,I,QN55,South Ozone Park,4113,8586.533961260000100,8586.533800470000600,4043897.245260000200000,0
1806,1807,1,4,Queens,000100,4000100,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,40345.536003200003000,40344.955203500002000,12286259.081300000000000,3
1807,1808,7,4,Queens,000700,4000700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,10784.846003900000000,10784.845909800000000,5867589.090959999700000,3
1808,1809,144,2,Bronx,014400,2014400,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,10082.972391100000000,10082.973033200000000,4208791.759920000100000,0
1809,1810,39,2,Bronx,003900,2003900,E,BX39,Mott Haven-Port Morris,3710,7423.617857420000300,7423.617894650000400,2323222.802290000000000,2
1810,1811,67,5,Staten Island,006700,5006700,I,SI35,New Brighton-Silver Lake,3903,16180.806183000001000,16180.631115599999000,10255891.541600000000000,0
1811,1812,75,5,Staten Island,007500,5007500,E,SI35,New Brighton-Silver Lake,3903,10437.450094399999000,10437.249253100001000,5159856.570589999700000,0
1812,1813,287,3,Brooklyn,028700,3028700,E,BK35,Stuyvesant Heights,4003,5919.884511020000000,5919.884741210000400,1601115.562870000000000,0
1813,1814,289,3,Brooklyn,028900,3028900,E,BK35,Stuyvesant Heights,4003,6580.116635700000200,6580.116120820000100,1784157.485080000000000,0
1814,1815,393,3,Brooklyn,039300,3039300,E,BK78,Bushwick South,4002,6706.902815040000000,6706.902692919999900,2041139.661920000100000,1
1815,1816,654,4,Queens,065400,4065400,I,QN05,Rosedale,4105,16379.759773100001000,16379.759801000000000,7524073.655270000000000,1
1816,1817,680,4,Queens,068000,4068000,I,QN03,Springfield Gardens South-Brookville,4105,14993.476597600000000,14993.476115199999000,8262322.140999999800000,0
1817,1818,99,1,Manhattan,009900,1009900,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,29366.152112299998000,29366.152467000000000,10716041.242200000000000,4
1818,1819,117,1,Manhattan,011700,1011700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,7895.051781750000400,7895.051251019999700,2136884.643809999800000,0
1819,1820,317.03,1,Manhattan,031703,1031703,I,MN25,Battery Park City-Lower Manhattan,3810,8375.983010219999400,8375.963345250000200,2571696.061309999800000,1
1820,1821,317.04,1,Manhattan,031704,1031704,I,MN25,Battery Park City-Lower Manhattan,3810,9086.968858640000700,9086.968359939999600,2352286.285139999800000,0
1821,1822,6,1,Manhattan,000600,1000600,E,MN28,Lower East Side,3809,6970.634345860000400,6970.634253770000200,2583417.469450000200000,1
1822,1823,266.01,2,Bronx,026601,2026601,I,BX10,Pelham Bay-Country Club-City Island,3703,6495.373152569999500,6495.373178599999800,1832956.466430000000000,0
1823,1824,284,2,Bronx,028400,2028400,E,BX37,Van Nest-Morris Park-Westchester Square,3704,20863.932278299999000,20863.902928100000000,12221025.560799999000000,0
1824,1825,264,2,Bronx,026400,2026400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,9594.619873980000200,9594.620163539999300,4599539.809270000100000,1
1825,1826,266.02,2,Bronx,026602,2026602,E,BX10,Pelham Bay-Country Club-City Island,3703,8114.283809950000400,8114.283723350000400,3269676.981190000200000,0
1826,1827,189,2,Bronx,018900,2018900,E,BX26,Highbridge,3708,8005.771813899999900,8005.754470879999600,3923687.588299999900000,0
1827,1828,193,2,Bronx,019300,2019300,E,BX26,Highbridge,3708,9043.941856710000100,9043.941805219999900,2587088.799000000100000,0
1828,1829,2.01,1,Manhattan,000201,1000201,E,MN28,Lower East Side,3809,4748.703649979999700,4748.703485320000300,971628.139059999960000,0
1829,1830,2.02,1,Manhattan,000202,1000202,E,MN28,Lower East Side,3809,8568.208366569999300,8568.208754359999100,3315121.436760000000000,0
1830,1831,245,4,Queens,024500,4024500,E,QN63,Woodside,4109,7817.824065949999700,7817.824188270000400,2910934.367610000100000,0
1831,1832,997.05,4,Queens,099705,4099705,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,13567.308698000001000,13567.308211600001000,4676354.927430000200000,0
1832,1833,999,4,Queens,099900,4099900,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,11991.020545699999000,11990.356017900000000,6627587.318769999800000,0
1833,1834,1186,3,Brooklyn,118600,3118600,E,BK83,Cypress Hills-City Line,4008,5801.671329159999900,5801.670854770000000,1415166.486259999900000,0
1834,1835,656,4,Queens,065600,4065600,I,QN05,Rosedale,4105,17288.801572799999000,17288.802119900000000,6285591.448189999900000,0
1835,1836,664,4,Queens,066400,4066400,I,QN05,Rosedale,4105,46638.277623900001000,46635.420842200001000,31608082.513200000000000,0
1836,1837,241,3,Brooklyn,024100,3024100,E,BK75,Bedford,4003,5837.005323229999700,5837.005315229999700,1939949.857550000100000,0
1837,1838,1237,3,Brooklyn,123700,3123700,E,BK75,Bedford,4003,7492.844541190000200,7492.844266129999600,3459462.329239999900000,0
1838,1839,100,4,Queens,010000,4010000,I,QN55,South Ozone Park,4113,7603.444812150000000,7603.445208639999700,2403901.717180000200000,0
1839,1840,864,4,Queens,086400,4086400,I,QN55,South Ozone Park,4113,14997.104837700001000,14997.084075000001000,12090411.345200000000000,0
1840,1841,69,2,Bronx,006900,2006900,E,BX34,Melrose South-Mott Haven North,3710,6537.689394770000000,6537.689280139999900,2029126.072750000100000,0
1841,1842,173,2,Bronx,017300,2017300,E,BX14,East Concourse-Concourse Village,3708,7187.496012820000000,7187.496037400000200,1774688.153560000000000,1
1842,1843,306,3,Brooklyn,030600,3030600,I,BK26,Gravesend,4018,6092.763548439999800,6092.763412360000100,2084709.484470000000000,0
1843,1844,535,3,Brooklyn,053500,3053500,E,BK72,Williamsburg,4001,5212.987863559999800,5212.988053140000400,1406193.333700000100000,0
1844,1845,547,3,Brooklyn,054700,3054700,E,BK73,North Side-South Side,4001,5669.938531670000000,5669.938553840000200,1826059.305440000000000,0
1845,1846,330,3,Brooklyn,033000,3033000,E,BK21,Seagate-Coney Island,4018,9806.579356480000600,9806.178836679999200,3857706.319960000000000,0
1846,1847,328,3,Brooklyn,032800,3032800,E,BK21,Seagate-Coney Island,4018,7628.209245459999700,7628.208912840000300,2507368.760840000100000,0
1847,1848,336,3,Brooklyn,033600,3033600,I,BK21,Seagate-Coney Island,4018,11020.559969500000000,11019.952363900000000,7240017.013899999700000,0
1848,1849,218,2,Bronx,021800,2021800,E,BX08,West Farms-Bronx River,3709,9122.453520400000300,9122.453073139999100,3460968.378190000100000,0
1849,1850,240,2,Bronx,024000,2024000,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7190.177079099999900,7190.176442089999900,2577349.358300000000000,0
1850,1851,303,3,Brooklyn,030300,3030300,E,BK79,Ocean Hill,4007,6898.560842210000400,6898.560911229999900,2690239.639070000000000,0
1851,1852,365.01,3,Brooklyn,036501,3036501,E,BK79,Ocean Hill,4007,5483.369155630000000,5483.369097970000400,1369714.753079999900000,0
1852,1853,796.02,3,Brooklyn,079602,3079602,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5043.967955379999700,5043.967849949999600,1453524.939049999900000,1
1853,1854,820,3,Brooklyn,082000,3082000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5582.419305919999700,5582.419356129999900,1599913.489310000100000,0
1854,1855,822,3,Brooklyn,082200,3082200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5792.844437140000100,5792.845101609999800,1827423.225200000000000,0
1855,1856,34,1,Manhattan,003400,1003400,I,MN22,East Village,3809,5503.345191420000400,5503.345231180000200,1718945.938439999900000,2
1856,1857,9,3,Brooklyn,000900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,5883.375467339999900,5883.374777860000000,1737777.361700000000000,12
1857,1858,782,3,Brooklyn,078200,3078200,E,BK91,East Flatbush-Farragut,4010,5948.145346129999800,5948.145223550000100,1811374.479229999900000,0
1858,1859,830,3,Brooklyn,083000,3083000,E,BK91,East Flatbush-Farragut,4010,6600.754030129999600,6600.753899160000400,2171915.177070000200000,0
1859,1860,60,1,Manhattan,006000,1006000,I,MN50,Stuyvesant Town-Cooper Village,3808,5239.096007930000300,5239.096011620000400,1296018.282910000100000,0
1860,1861,315,3,Brooklyn,031500,3031500,E,BK61,Crown Heights North,4006,5658.750760449999700,5658.750893909999800,1886108.121920000100000,1
1861,1862,193,3,Brooklyn,019300,3019300,E,BK69,Clinton Hill,4004,6981.649815269999600,6981.649982830000200,2903178.912700000200000,0
1862,1863,233,3,Brooklyn,023300,3023300,E,BK75,Bedford,4003,5438.790290850000000,5438.790739780000000,1849442.284990000100000,0
1863,1864,1377,4,Queens,137700,4137700,I,QN42,Oakland Gardens,4104,12085.908027900001000,12085.907610300001000,8038803.120780000500000,0
1864,1865,1385.02,4,Queens,138502,4138502,I,QN99,park-cemetery-etc-Queens,4104,48473.195477800000000,48473.174182600000000,26208820.628800001000000,0
1865,1866,287,1,Manhattan,028700,1028700,E,MN35,Washington Heights North,3801,12407.587938299999000,12407.336794500001000,5710876.186669999700000,1
1866,1867,297,1,Manhattan,029700,1029700,I,MN99,park-cemetery-etc-Manhattan,3801,20553.099113299999000,20551.883500799999000,9962012.342890000000000,0
1867,1868,3.01,3,Brooklyn,000301,3000301,I,BK09,Brooklyn Heights-Cobble Hill,4004,6466.952122409999900,6466.834058759999600,2142164.880900000200000,6
1868,1869,233,1,Manhattan,023300,1023300,E,MN04,Hamilton Heights,3802,7136.778934979999600,7136.778657939999900,2535724.189259999900000,0
1869,1870,237,1,Manhattan,023700,1023700,E,MN04,Hamilton Heights,3802,7073.400134810000100,7073.399772810000300,2897558.166100000000000,0
1870,1871,291.04,5,Staten Island,029104,5029104,I,SI05,New Springville-Bloomfield-Travis,3902,19501.667263700001000,19501.667504400000000,16334787.697300000000000,0
1871,1872,231,5,Staten Island,023100,5023100,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,10150.553578200001000,10150.553751300000000,6280175.365360000200000,0
1872,1873,345,2,Bronx,034500,2034500,I,BX22,North Riverdale-Fieldston-Riverdale,3701,7760.537799920000000,7760.537116540000200,2976525.330949999900000,0
1873,1874,323,2,Bronx,032300,2032300,I,BX22,North Riverdale-Fieldston-Riverdale,3701,11245.892655300000000,11245.892900900000000,6020970.463510000100000,0
1874,1875,476,4,Queens,047600,4047600,I,QN06,Jamaica Estates-Holliswood,4106,11595.617170400001000,11595.617261400001000,5807728.863450000100000,0
1875,1876,1283,4,Queens,128300,4128300,I,QN99,park-cemetery-etc-Queens,4106,28409.919353099998000,28409.919497300001000,21272253.761200000000000,4
1876,1877,1617,4,Queens,161700,4161700,I,QN43,Bellerose,4105,11943.205634300000000,11943.205875199999000,7607656.538879999900000,0
1877,1878,181.01,4,Queens,018101,4018101,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,5028.938481100000000,5028.937867370000300,1035687.595170000000000,0
1878,1879,181.02,4,Queens,018102,4018102,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,5031.312749890000300,5031.312511299999600,1038481.312049999900000,0
1879,1880,1155,4,Queens,115500,4115500,E,QN51,Murray Hill,4103,7465.357896509999600,7465.358323290000000,2013039.438450000000000,0
1880,1881,1167,4,Queens,116700,4116700,E,QN51,Murray Hill,4103,6703.873013620000200,6703.873378909999700,1787963.328800000000000,0
1881,1882,776,3,Brooklyn,077600,3077600,E,BK58,Flatlands,4009,6576.608536210000200,6576.608701729999700,2008023.287049999900000,0
1882,1883,780,3,Brooklyn,078000,3078000,I,BK91,East Flatbush-Farragut,4010,5470.955510410000000,5470.955679689999700,1770932.968530000000000,0
1883,1884,546,3,Brooklyn,054600,3054600,E,BK43,Midwood,4015,6699.315042129999700,6699.314617109999700,1942537.840200000000000,0
1884,1885,548,3,Brooklyn,054800,3054800,I,BK44,Madison,4016,7900.284112669999600,7900.284111420000000,1864436.625790000000000,0
1885,1886,826,3,Brooklyn,082600,3082600,E,BK95,Erasmus,4010,5883.029454700000300,5883.029375219999600,2142838.719000000000000,0
1886,1887,828,3,Brooklyn,082800,3082800,E,BK95,Erasmus,4010,5535.269638230000100,5535.269284959999800,1683688.634379999900000,0
1887,1888,808,3,Brooklyn,080800,3080800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,11997.156695300000000,11997.156632900000000,3464330.743979999800000,0
1888,1889,876,3,Brooklyn,087600,3087600,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5395.103168010000400,5395.103054639999800,1530933.075110000100000,0
1889,1890,224,3,Brooklyn,022400,3022400,E,BK88,Borough Park,4014,5835.731986040000300,5835.732311189999600,1890190.702689999900000,1
1890,1891,230,3,Brooklyn,023000,3023000,E,BK88,Borough Park,4014,8320.931146009999800,8320.932462669999900,1624924.446780000100000,0
1891,1892,486,3,Brooklyn,048600,3048600,E,BK41,Kensington-Ocean Parkway,4014,7156.659690800000100,7156.659419030000200,1888238.721990000000000,0
1892,1893,488,3,Brooklyn,048800,3048800,E,BK41,Kensington-Ocean Parkway,4014,6228.754164490000200,6228.753873470000100,1542860.021460000000000,0
1893,1894,226,3,Brooklyn,022600,3022600,E,BK88,Borough Park,4014,5954.073990459999500,5954.073797250000100,1680920.179960000100000,0
1894,1895,228,3,Brooklyn,022800,3022800,E,BK88,Borough Park,4014,6040.548184790000100,6040.547771589999700,1801521.001630000100000,0
1895,1896,496,3,Brooklyn,049600,3049600,E,BK41,Kensington-Ocean Parkway,4014,7240.570706929999700,7240.571088140000000,2184807.805790000100000,0
1896,1897,498,3,Brooklyn,049800,3049800,E,BK41,Kensington-Ocean Parkway,4014,7162.915998249999600,7162.916116399999700,2199771.688949999900000,0
1897,1898,500,3,Brooklyn,050000,3050000,E,BK40,Windsor Terrace,4012,6705.494189390000400,6705.494065959999700,2138350.615850000200000,1
1898,1899,46,3,Brooklyn,004600,3004600,I,BK31,Bay Ridge,4013,10797.234341900001000,10797.234327500000000,3113528.396420000100000,0
1899,1900,64,3,Brooklyn,006400,3006400,I,BK31,Bay Ridge,4013,5927.578460009999600,5927.578259420000000,2186814.552480000100000,0
1900,1901,138,3,Brooklyn,013800,3013800,E,BK31,Bay Ridge,4013,6620.928721649999700,6620.928827349999700,1749765.003970000000000,0
1901,1902,162,3,Brooklyn,016200,3016200,I,BK31,Bay Ridge,4013,8469.830597469999700,8469.810860559999100,2603441.698059999800000,0
1902,1903,164,3,Brooklyn,016400,3016400,I,BK31,Bay Ridge,4013,16791.087628699999000,16790.852970600001000,8431491.819250000600000,0
1903,1904,50,3,Brooklyn,005000,3005000,I,BK31,Bay Ridge,4013,7838.550313339999800,7838.519083709999900,2395836.239870000200000,0
1904,1905,62,3,Brooklyn,006200,3006200,I,BK31,Bay Ridge,4013,5368.681405260000200,5368.681205629999600,1746843.194140000000000,0
1905,1906,148,3,Brooklyn,014800,3014800,I,BK30,Dyker Heights,4013,5247.730859430000200,5247.730788590000000,1437563.963539999900000,1
1906,1907,166,3,Brooklyn,016600,3016600,I,BK30,Dyker Heights,4013,6807.468237879999800,6807.468497570000200,2873519.723799999800000,0
1907,1908,400,3,Brooklyn,040000,3040000,E,BK29,Bensonhurst East,4017,6639.763570770000100,6639.763298779999800,2058373.123010000000000,0
1908,1909,410,3,Brooklyn,041000,3041000,E,BK29,Bensonhurst East,4017,5990.265168160000000,5990.264812739999800,1537209.607790000000000,0
1909,1910,232,3,Brooklyn,023200,3023200,E,BK88,Borough Park,4014,7284.636123070000400,7284.636281780000000,2436821.564650000100000,0
1910,1911,234,3,Brooklyn,023400,3023400,E,BK88,Borough Park,4014,6241.897362839999900,6241.897677549999600,1827230.474880000100000,0
1911,1912,116,3,Brooklyn,011600,3011600,E,BK88,Borough Park,4014,5869.317338849999900,5869.317165659999800,1724997.725279999900000,0
1912,1913,216,3,Brooklyn,021600,3021600,E,BK88,Borough Park,4014,6210.278881190000000,6210.278827250000200,1810243.518990000000000,0
1913,1914,218,3,Brooklyn,021800,3021800,E,BK88,Borough Park,4014,5927.279418500000200,5927.279687080000300,1698857.084220000100000,0
